date,project_id,expected_inflow,actual_inflow,expected_outflow,actual_outflow,opening_cash,closing_cash,net_cash_flow,net_cash_flow_lag1,rolling_net_7,rolling_outflow_30
2024-07-04,PJT_B,83193.21,0.0,0.0,1520.48,12071.67,10551.19,-1520.48,-32705.74,1507.2700000000016,71826.28666666665
2024-07-10,PJT_B,333298.62,2110.24,82709.92,9767.71,10551.19,2893.72,-7657.47,-1520.48,413.3842857142871,71920.059
2024-07-19,PJT_B,0.0,0.0,172640.68,2670.65,2893.72,223.07,-2670.65,-7657.47,31.867142857144113,71989.49033333334
2024-07-24,PJT_B,199210.65,127976.6,62509.1,100247.19,223.07,27952.48,27729.41,-2670.65,3993.21142857143,75329.23966666666
2024-07-29,PJT_B,0.0,338780.44,294587.99,349906.52,27952.48,16826.4,-11126.08,27729.41,2403.7714285714296,86992.62000000001
2024-09-17,PJT_B,0.0,194797.7,332468.55,210664.72,16826.4,959.38,-15867.02,-11126.08,-6259.718571428571,94014.761
2024-09-20,PJT_B,0.0,0.0,106943.01,868.76,959.38,90.62,-868.76,-15867.02,-1711.5785714285703,94043.71800000001
2024-10-09,PJT_B,157280.2,0.0,187455.25,85.17,90.62,5.45,-85.17,-868.76,-1506.5342857142846,94046.557
2024-10-11,PJT_B,0.0,1.09,306549.28,5.16,5.45,1.38,-4.07,-85.17,-413.1914285714273,94046.729
2022-05-28,PJT_C,0.0,0.0,187371.01,97795.72,767241.98,669446.26,-97795.72,,-97795.72,97795.72
2022-09-18,PJT_C,127629.56,124343.87,358272.04,367744.2,669446.26,426045.93,-243400.33,-97795.72,-170598.025,232769.96000000002
2022-11-23,PJT_C,200816.84,55555.68,394195.61,382102.78,426045.93,99498.83,-326547.1,-243400.33,-222581.04999999996,282547.56666666665
2022-11-25,PJT_C,428434.63,0.0,329747.57,92215.61,99498.83,7283.22,-92215.61,-326547.1,-189989.69,234964.5775
2022-12-09,PJT_C,0.0,0.0,0.0,6577.36,7283.22,705.86,-6577.36,-92215.61,-153307.224,189287.13400000002
2023-01-18,PJT_C,0.0,0.0,131404.51,661.4,705.86,44.46,-661.4,-6577.36,-127866.25333333334,157849.5116666667
2023-03-06,PJT_C,211873.73,418342.32,241371.49,285107.28,44.46,133279.5,133235.04,-661.4,-90566.06857142856,176029.19285714286
2023-03-09,PJT_C,279272.63,26655.9,0.0,0.0,133279.5,159935.4,26655.9,133235.04,-72787.2657142857,154025.54375
2023-03-13,PJT_C,181535.75,31987.08,272099.86,145352.3,159935.4,46570.18,-113365.22,26655.9,-54210.82142857143,153061.84999999998
2023-03-21,PJT_C,105272.02,0.0,281076.22,43134.24,46570.18,3435.94,-43134.24,-113365.22,-13723.269999999999,142069.089
2023-03-25,PJT_C,0.0,0.0,0.0,3244.15,3435.94,191.79,-3244.15,-43134.24,-1013.0614285714273,129448.64
2023-03-30,PJT_C,167221.19,0.0,0.0,178.8,191.79,12.99,-178.8,-3244.15,-98.98142857142741,118676.15333333334
2023-04-01,PJT_C,91103.83,0.0,147161.4,12.1,12.99,0.89,-12.1,-178.8,-6.224285714284574,109548.14923076922
2023-05-01,PJT_C,275789.35,102485.83,277948.32,102486.67,0.89,0.05,-0.84,-12.1,-19039.921428571426,109043.75785714286
2023-05-11,PJT_C,0.0,183372.25,0.0,72486.42,0.05,110885.88,110885.83,-0.84,-7007.074285714282,106606.602
2023-05-21,PJT_C,0.0,22177.18,0.0,0.0,110885.88,133063.06,22177.18,110885.83,12356.12571428572,99943.689375
2023-05-22,PJT_C,142967.88,117286.16,209062.36,213863.19,133063.06,36486.03,-96577.03,22177.18,4721.441428571432,106644.83647058823
2023-05-24,PJT_C,317525.07,0.0,192846.91,33232.76,36486.03,3253.27,-33232.76,-96577.03,437.3542857142903,102566.38777777778
2023-05-25,PJT_C,223424.87,0.0,148126.42,2937.94,3253.27,315.33,-2937.94,-33232.76,43.19142857143301,97322.78526315789
2023-05-31,PJT_C,0.0,0.0,142344.94,287.62,315.33,27.71,-287.62,-2937.94,3.831428571432988,92471.027
2023-06-04,PJT_C,277746.48,0.0,0.0,26.0,27.71,1.71,-26.0,-287.62,0.23714285714727065,88068.88285714286
2023-06-11,PJT_C,0.0,0.0,60149.39,1.55,1.71,0.16,-1.55,-26.0,-15840.817142857139,84065.82227272728
2023-06-15,PJT_C,265567.22,0.0,57661.92,0.15,0.16,0.01,-0.15,-1.55,-19009.007142857135,80410.79304347826
2023-06-28,PJT_C,245616.35,0.0,0.0,0.01,0.01,0.0,-0.01,-0.15,-5212.2899999999945,77060.34375
2023-07-02,PJT_C,121876.24,213408.26,166208.49,137465.02,0.0,75943.24,75943.24,-0.01,10384.281428571436,79476.53080000001
2023-07-04,PJT_C,210430.94,163262.76,146029.34,218207.92,75943.24,20998.08,-54945.16,75943.24,2954.6785714285775,84812.35346153846
2023-07-11,PJT_C,228225.15,0.0,0.0,4891.09,20998.08,16106.99,-4891.09,-54945.16,2297.040000000006,81852.30666666667
2023-07-12,PJT_C,169293.82,0.0,0.0,2873.16,16106.99,13233.83,-2873.16,-4891.09,1890.3028571428629,79031.62285714285
2023-07-14,PJT_C,0.0,2646.77,85516.07,12126.76,13233.83,3753.84,-9479.99,-2873.16,536.240000000006,76724.55862068966
2023-07-25,PJT_C,318100.94,289861.58,146685.71,167129.17,3753.84,126486.25,122732.41,-9479.99,18069.462857142866,79738.04566666667
2023-07-28,PJT_C,303214.86,25297.25,235084.01,114782.64,126486.25,37000.86,-89485.39,122732.41,5285.837142857149,80304.27633333333
2023-07-29,PJT_C,0.0,6895.06,78229.25,34682.71,37000.86,9213.21,-27787.65,-89485.39,-9532.861428571425,69202.22666666667
2023-08-02,PJT_C,0.0,0.0,192756.03,8603.14,9213.21,610.07,-8603.14,-27787.65,-2912.5728571428513,56752.23866666667
2023-09-08,PJT_C,0.0,461124.08,162846.81,265422.56,610.07,196311.59,195701.52,-8603.14,25743.51428571429,62525.80366666666
2023-09-10,PJT_C,130199.45,125944.49,261692.24,117341.57,196311.59,204914.51,8602.92,195701.52,27382.95428571429,66217.94399999999
2023-09-15,PJT_C,217833.47,40982.9,82387.55,61838.56,204914.51,184058.85,-20855.66,8602.92,25757.858571428576,68257.18266666666
2023-09-20,PJT_C,0.0,36811.77,210326.66,168433.79,184058.85,52436.83,-131622.02,-20855.66,-10578.488571428565,64368.066333333336
2023-09-23,PJT_C,233429.65,0.0,222906.73,49101.97,52436.83,3334.86,-49101.97,-131622.02,-4809.428571428565,66004.79866666667
2023-10-19,PJT_C,88171.24,0.0,0.0,3110.97,3334.86,223.89,-3110.97,-49101.97,-1284.188571428565,61263.420999999995
2023-10-29,PJT_C,250608.44,0.0,76372.47,211.54,223.89,12.35,-211.54,-3110.97,-85.38857142856503,59832.664333333334
2023-11-04,PJT_C,0.0,0.0,171470.72,11.21,12.35,1.14,-11.21,-211.54,-28044.349999999988,59724.899666666664
2023-11-06,PJT_C,125516.58,0.0,90455.27,1.05,1.14,0.09,-1.05,-11.21,-29273.488571428567,59718.97466666667
2023-11-10,PJT_C,0.0,0.0,242993.72,0.08,0.09,0.01,-0.08,-1.05,-26294.11999999999,59718.574
2023-11-16,PJT_C,0.0,200051.69,216146.76,200051.7,0.01,0.0,-0.01,-0.08,-7490.975714285707,62970.74166666667
2023-11-29,PJT_C,0.0,228066.03,0.0,92674.2,0.0,135391.83,135391.83,-0.01,18865.281428571434,63643.66766666667
2023-12-01,PJT_C,310650.87,27078.37,177929.86,127293.74,135391.83,35176.46,-100215.37,135391.83,4993.224285714291,67886.79233333333
2023-12-08,PJT_C,0.0,0.0,0.0,6687.33,35176.46,28489.13,-6687.33,-100215.37,4068.1114285714334,60980.93033333334
2023-12-16,PJT_C,240463.47,5697.83,135557.39,27005.45,28489.13,7181.51,-21307.62,-6687.33,1025.7671428571484,60773.35333333334
2023-12-17,PJT_C,155807.12,123168.29,127524.53,129653.9,7181.51,695.9,-6485.61,-21307.62,99.40142857143395,64997.21866666666
2023-12-25,PJT_C,303290.86,0.0,76907.36,645.3,695.9,50.6,-645.3,-6485.61,7.227142857148286,65009.14133333333
2024-01-06,PJT_C,193518.5,0.0,0.0,47.91,50.6,2.69,-47.91,-645.3,0.3842857142911435,65009.87166666667
2024-01-11,PJT_C,166580.27,0.0,62747.11,2.49,2.69,0.2,-2.49,-47.91,-19341.66142857142,65009.903000000006
2024-01-12,PJT_C,186218.54,0.0,129140.26,0.18,0.2,0.02,-0.18,-2.49,-5025.205714285708,65009.904
2024-01-17,PJT_C,78992.72,329143.12,0.0,132721.98,0.02,196421.16,196421.14,-0.18,23990.290000000008,69433.96966666667
2024-01-27,PJT_C,0.0,133640.77,188789.74,275399.39,196421.16,54662.54,-141758.62,196421.14,6783.0042857142935,74031.78199999999
2024-01-29,PJT_C,304865.32,0.0,0.0,14178.1,54662.54,40484.44,-14178.1,-141758.62,5684.077142857152,67230.788
2024-02-03,PJT_C,315525.45,163223.04,0.0,71994.56,40484.44,131712.92,91228.48,-14178.1,18808.902857142868,69467.57033333334
2024-02-04,PJT_C,274044.82,26342.58,239948.01,122212.62,131712.92,35842.88,-95870.04,91228.48,5120.027142857151,73445.55233333333
2024-02-18,PJT_C,0.0,0.0,198156.19,32644.97,35842.88,3197.91,-32644.97,-95870.04,456.8157142857225,74129.49266666667
2024-02-21,PJT_C,0.0,0.0,92270.17,2915.9,3197.91,282.01,-2915.9,-32644.97,40.28428571429419,68655.717
2024-02-26,PJT_C,161992.73,125866.74,278349.84,126127.43,282.01,21.32,-260.69,-2915.9,-28057.119999999995,69033.87666666666
2024-02-28,PJT_C,83760.01,185465.49,275755.36,185484.85,21.32,1.96,-19.36,-260.69,-7808.654285714282,74060.61466666666
2024-03-27,PJT_C,235631.19,955726.4,115344.2,470416.25,1.96,485312.11,485310.15,-19.36,63546.810000000005,89454.385
2024-04-04,PJT_C,166229.14,97062.42,223408.88,319030.13,485312.11,263344.4,-221967.71,485310.15,18804.49714285715,91241.304
2024-04-17,PJT_C,0.0,82712.22,0.0,33417.71,263344.4,312638.91,49294.51,-221967.71,39542.29,88443.84199999999
2024-04-18,PJT_C,0.0,251749.52,133874.7,138781.32,312638.91,425607.11,112968.2,49294.51,60344.17142857143,91008.60066666667
2024-04-21,PJT_C,0.0,85121.42,98425.73,104910.68,425607.11,405817.85,-19789.26,112968.2,57933.69142857143,88891.16366666666
2024-04-25,PJT_C,0.0,0.0,214788.75,206177.86,405817.85,199639.99,-206177.86,-19789.26,28516.952857142864,94127.02666666666
2024-04-27,PJT_C,98094.62,14474.15,148583.87,161462.75,199639.99,52651.39,-146988.6,-206177.86,7521.34714285715,99405.41933333332
2024-04-29,PJT_C,137120.25,0.0,161195.88,50001.8,52651.39,2649.59,-50001.8,-146988.6,-68951.78857142857,101065.09466666666
2024-04-30,PJT_C,0.0,0.0,0.0,2463.14,2649.59,186.45,-2463.14,-50001.8,-37593.99285714286,101146.82566666667
2024-05-01,PJT_C,284586.21,0.0,242438.66,175.3,186.45,11.15,-175.3,-2463.14,-44661.10857142857,101152.634
2024-05-17,PJT_C,114853.01,0.0,121539.71,10.49,11.15,0.66,-10.49,-175.3,-60800.92142857142,101152.98099999999
2024-05-26,PJT_C,86473.79,0.0,115988.26,0.61,0.66,0.05,-0.61,-10.49,-57973.97142857143,94484.61133333333
2024-06-03,PJT_C,0.0,145227.94,183501.75,145227.99,0.05,0.0,-0.05,-0.61,-28519.99857142857,96236.40433333332
2024-06-04,PJT_C,0.0,0.0,259140.58,0.0,0.0,0.0,0.0,-0.05,-7521.627142857139,91993.27966666665
2024-06-10,PJT_C,0.0,0.0,229929.7,0.0,0.0,0.0,0.0,0.0,-378.51285714285297,91770.36866666665
2024-06-19,PJT_C,0.0,0.0,235653.82,0.0,0.0,0.0,0.0,0.0,-26.63571428571013,90870.18699999999
2024-06-20,PJT_C,235957.47,307673.24,202852.46,218267.09,0.0,89406.15,89406.15,0.0,12770.71428571429,93823.96
2024-06-25,PJT_C,264547.13,107572.65,129417.76,128672.8,89406.15,68306.0,-21100.15,89406.15,9757.905714285718,98091.54333333332
2024-07-02,PJT_C,271059.54,5290.1,0.0,0.0,68306.0,73596.1,5290.1,-21100.15,10513.721428571433,98089.94633333334
2024-07-04,PJT_C,0.0,14719.22,213677.48,66761.85,73596.1,21553.47,-52042.63,5290.1,3079.0671428571463,100315.25833333333
2024-07-15,PJT_C,0.0,0.0,76788.71,19936.34,21553.47,1617.13,-19936.34,-52042.63,231.01857142857574,100979.79699999999
2024-07-25,PJT_C,0.0,0.0,206955.3,1525.17,1617.13,91.96,-1525.17,-19936.34,13.137142857146955,96606.56999999999
2024-08-10,PJT_C,0.0,0.0,210653.58,85.92,91.96,6.04,-85.92,-1525.17,0.8628571428612284,87429.45433333333
2024-08-19,PJT_C,0.0,255886.36,93406.99,152866.74,6.04,103025.66,103019.62,-85.92,1945.644285714289,92052.409
2024-09-11,PJT_C,278746.59,20605.13,259027.09,94220.11,103025.66,29410.68,-73614.98,103019.62,-5556.474285714282,92793.26066666665
2024-10-31,PJT_C,0.0,0.0,199530.23,27870.74,29410.68,1539.94,-27870.74,-73614.98,-10293.737142857139,89648.53133333333
2022-05-28,PJT_D,310493.28,71479.24,312900.2,167366.56,778110.06,682222.74,-95887.32,,-95887.32,167366.56
2022-06-17,PJT_D,0.0,0.0,177355.19,194166.38,682222.74,488056.36,-194166.38,-95887.32,-145026.85,180766.47
2022-06-22,PJT_D,0.0,0.0,359402.29,368115.12,488056.36,119941.24,-368115.12,-194166.38,-219389.6066666667,243216.02000000002
2022-07-08,PJT_D,131896.25,0.0,133219.62,112853.81,119941.24,7087.43,-112853.81,-368115.12,-192755.6575,210625.4675
2022-07-11,PJT_D,0.0,0.0,213493.16,6534.7,7087.43,552.73,-6534.7,-112853.81,-155511.466,169807.31399999998
2022-07-20,PJT_D,96129.3,0.0,107957.81,510.51,552.73,42.22,-510.51,-6534.7,-129677.97333333333,141591.18
2022-07-24,PJT_D,199903.84,0.0,377194.86,38.84,42.22,3.38,-38.84,-510.51,-111158.09714285715,121369.41714285714
2022-08-10,PJT_D,270607.81,0.0,244828.62,3.1,3.38,0.28,-3.1,-38.84,-97460.35142857143,106198.6275
2022-08-16,PJT_D,106331.7,0.0,160189.39,0.25,0.28,0.03,-0.25,-3.1,-69722.33285714286,94398.80777777778
2022-08-21,PJT_D,183443.5,0.0,79535.55,0.03,0.03,0.0,-0.03,-0.25,-17134.462857142855,84958.93000000001
2022-09-03,PJT_D,314476.25,131690.47,229655.36,131690.47,0.0,0.0,0.0,-0.03,-1012.4899999999999,89207.25181818182
2022-10-02,PJT_D,141247.55,510391.49,259024.77,312712.6,0.0,197678.89,197678.89,0.0,28160.88,107832.69750000001
2022-10-11,PJT_D,322708.22,232299.07,161924.57,376932.82,197678.89,53045.14,-144633.75,197678.89,7571.845714285716,128532.70692307691
2022-10-18,PJT_D,252811.46,7641.85,100658.78,47971.9,53045.14,12715.09,-40330.05,-144633.75,1815.9585714285713,122778.36357142858
2022-10-29,PJT_D,375393.98,0.0,109574.75,12028.66,12715.09,686.43,-12028.66,-40330.05,98.02142857142879,115395.05
2022-11-08,PJT_D,364817.58,0.0,135003.1,621.91,686.43,64.52,-621.91,-12028.66,9.212857142857258,108221.72875
2022-11-10,PJT_D,319487.83,0.0,143065.29,60.32,64.52,4.2,-60.32,-621.91,0.600000000000107,101859.29294117646
2022-11-22,PJT_D,391928.72,0.0,325604.54,3.89,4.2,0.31,-3.89,-60.32,0.04428571428582189,96200.65944444445
2022-11-27,PJT_D,338599.04,590398.18,383488.36,402601.62,0.31,187796.87,187796.56,-3.89,-1411.7171428571455,112327.0257894737
2022-12-01,PJT_D,301824.62,535227.32,0.0,139366.82,187796.87,583657.37,395860.5,187796.56,75801.74714285714,113679.01550000001
2022-12-20,PJT_D,0.0,470820.6,316636.3,428902.77,583657.37,625575.2,41917.83,395860.5,87551.44428571429,128689.67047619048
2023-01-05,PJT_D,154828.11,270520.55,148640.32,156576.31,625575.2,739519.44,113944.24,41917.83,105547.57285714286,129957.24500000001
2023-01-06,PJT_D,0.0,53424.96,57216.21,19730.0,739519.44,773214.4,33694.96,113944.24,110449.98285714285,125164.75608695652
2023-01-17,PJT_D,0.0,94795.48,187696.83,203555.22,773214.4,664454.66,-108759.74,33694.96,94921.4942857143,128431.02541666666
2023-01-23,PJT_D,311476.77,27008.14,67973.54,174024.54,664454.66,517438.26,-147016.4,-108759.74,73919.70714285714,130254.766
2023-02-13,PJT_D,0.0,23792.79,246351.51,206330.05,517438.26,334901.0,-182537.26,-147016.4,21014.875714285714,133180.73846153848
2023-02-15,PJT_D,184168.15,0.0,78977.1,129927.43,334901.0,204973.57,-129927.43,-182537.26,-54097.68571428571,133060.24555555556
2023-02-16,PJT_D,149178.75,0.0,0.0,53034.32,204973.57,151939.25,-53034.32,-129927.43,-67662.27857142857,130202.1767857143
2023-02-23,PJT_D,245675.86,0.0,0.0,21991.45,151939.25,129947.8,-21991.45,-53034.32,-87081.66285714284,126470.7724137931
2023-02-24,PJT_D,69592.76,25989.56,80264.02,122252.93,129947.8,33684.43,-96263.37,-21991.45,-105647.13857142857,126330.17766666667
2023-02-26,PJT_D,0.0,0.0,230853.57,31954.55,33684.43,1729.88,-31954.55,-96263.37,-94674.96857142857,121816.44399999999
2023-03-12,PJT_D,291180.68,0.0,270457.81,1602.13,1729.88,127.75,-1602.13,-31954.55,-73901.50142857143,115397.63566666665
2023-03-19,PJT_D,0.0,0.0,187159.1,119.58,127.75,8.17,-119.58,-1602.13,-47841.83285714286,103131.11766666666
2023-03-28,PJT_D,212106.71,0.0,85085.0,7.35,8.17,0.82,-7.35,-119.58,-29281.821428571428,99369.56899999999
2023-04-18,PJT_D,141624.26,377049.43,177172.82,261269.84,0.82,115780.41,115779.59,-7.35,-5165.5485714285705,107860.74033333334
2023-05-17,PJT_D,0.0,476248.33,151633.7,232030.4,115780.41,359998.34,244217.93,115779.59,32864.362857142856,115578.07
2023-06-03,PJT_D,271354.56,166057.22,154924.28,157708.31,359998.34,368347.25,8348.91,244217.93,47808.97428571428,120833.71900000001
2023-06-21,PJT_D,286202.78,57188.11,70187.88,81101.14,368347.25,344434.22,-23913.03,8348.91,48957.76285714285,123536.987
2023-06-30,PJT_D,0.0,0.0,0.0,9794.65,344434.22,334639.57,-9794.65,-23913.03,47787.40285714285,123863.46699999999
2023-07-04,PJT_D,293262.27,66927.91,174262.56,195764.83,334639.57,205802.65,-128836.92,-9794.65,29399.211428571427,130388.96033333334
2023-07-23,PJT_D,162889.65,0.0,123751.97,85052.01,205802.65,120750.64,-85052.01,-128836.92,17249.97428571428,128834.345
2023-07-28,PJT_D,0.0,11153.77,154731.07,112844.68,120750.64,19059.73,-101690.91,-85052.01,-13817.240000000003,122172.08099999999
2023-08-06,PJT_D,0.0,0.0,69258.8,17457.49,19059.73,1602.24,-17457.49,-101690.91,-51199.44285714285,110189.57
2023-08-17,PJT_D,279455.23,0.0,276793.72,1462.88,1602.24,139.36,-1462.88,-17457.49,-52601.12714285714,108639.26933333333
2023-08-24,PJT_D,138170.36,0.0,99250.29,128.6,139.36,10.76,-128.6,-1462.88,-49203.351428571434,108242.60066666667
2023-09-18,PJT_D,313972.87,0.0,0.0,10.02,10.76,0.74,-10.02,-128.6,-47805.54714285715,108222.20433333333
2023-10-07,PJT_D,239931.99,409996.8,155118.33,282327.13,0.74,127670.41,127669.67,-10.02,-11161.748571428574,117631.098
2023-10-26,PJT_D,0.0,25534.08,113919.81,81062.71,127670.41,72141.78,-55528.63,127669.67,-6944.12285714286,120333.05866666666
2023-10-30,PJT_D,225720.94,14428.36,60279.72,59565.85,72141.78,27004.29,-45137.49,-55528.63,1134.9371428571405,108898.533
2023-11-14,PJT_D,146639.31,0.0,270658.98,25408.66,27004.29,1595.63,-25408.66,-45137.49,-0.9442857142878763,105099.92766666667
2023-11-23,PJT_D,0.0,0.0,75351.81,1453.95,1595.63,141.68,-1453.95,-25408.66,0.3314285714264185,90851.63366666666
2023-11-27,PJT_D,199349.07,0.0,152403.5,130.02,141.68,11.66,-130.02,-1453.95,0.1285714285692734,85636.75733333333
2023-12-06,PJT_D,0.0,137225.45,0.0,55892.54,11.66,81344.57,81332.91,-130.02,11620.547142857142,86842.17533333333
2023-12-20,PJT_D,0.0,16268.91,74975.29,67360.75,81344.57,30252.73,-51091.84,81332.91,-13916.81142857143,82302.35966666667
2024-01-16,PJT_D,0.0,6050.55,224620.9,27313.7,30252.73,8989.58,-21263.15,-51091.84,-9021.742857142859,77411.99833333334
2024-01-21,PJT_D,302252.1,0.0,0.0,7920.91,8989.58,1068.67,-7920.91,-21263.15,-3705.0885714285732,70798.36033333332
2024-02-02,PJT_D,274390.87,0.0,204044.92,963.11,1068.67,105.56,-963.11,-7920.91,-212.86714285714484,66499.54966666667
2024-02-12,PJT_D,275555.92,0.0,158242.48,100.07,105.56,5.49,-100.07,-963.11,-19.455714285716233,64735.07466666667
2024-02-19,PJT_D,0.0,0.0,174076.38,4.96,5.49,0.53,-4.96,-100.07,-1.5900000000019472,64002.191666666666
2024-03-14,PJT_D,0.0,290744.91,0.0,117645.67,0.53,173099.77,173099.24,-4.96,13107.88571428571,63848.61633333333
2024-03-19,PJT_D,181581.74,298421.63,180136.95,170567.11,173099.77,300954.29,127854.52,173099.24,38671.65142857143,68469.035
2024-07-12,PJT_D,257701.52,124455.84,0.0,0.0,300954.29,425410.13,124455.84,127854.52,59488.64999999999,68415.63066666666
2024-09-22,PJT_D,216664.7,85082.03,54386.01,88479.07,425410.13,422013.09,-3397.04,124455.84,60134.91714285714,71360.947
2024-11-24,PJT_D,154235.15,0.0,0.0,540.35,422013.09,421472.74,-540.35,-3397.04,60195.31142857142,71378.71366666666
