date,project_id,expected_inflow,actual_inflow,expected_outflow,actual_outflow,opening_cash,closing_cash,net_cash_flow,net_cash_flow_lag1,rolling_net_7,rolling_outflow_30
2022-09-03,PJT_C,101989.9,47366.05,181013.48,47665.65,319.95,20.35,-299.6,-5002.54,2.890000000002049,48941.179333333326
2022-10-05,PJT_C,188271.45,316628.33,231201.79,257571.58,20.35,59077.1,59056.75,-299.6,8439.584285714287,61980.579375
2022-10-12,PJT_C,62943.57,11815.42,199118.62,55387.71,59077.1,15504.81,-43572.29,59056.75,2214.972857142859,61592.763529411764
2022-10-17,PJT_C,131180.4,2347.15,107683.38,14542.35,15504.81,3309.61,-12195.2,-43572.29,-11656.47857142857,58978.85166666667
2022-11-23,PJT_C,215684.53,197372.12,250042.62,200390.1,3309.61,291.63,-3017.98,-12195.2,-3304.8114285714278,66421.54894736841
2022-11-25,PJT_C,168015.41,0.0,0.0,271.37,291.63,20.26,-271.37,-3017.98,-757.4614285714277,63114.04
2022-12-12,PJT_C,247133.21,64916.21,184281.64,64930.87,20.26,5.6,-14.66,-271.37,-44.90714285714198,63200.555714285714
2023-01-03,PJT_C,0.0,0.0,53430.99,5.12,5.6,0.48,-5.12,-14.66,-2.83857142857054,60328.03590909091
2023-01-04,PJT_C,146841.69,0.0,0.0,0.0,0.48,0.48,0.0,-5.12,-8439.517142857143,57705.077826086956
2023-01-08,PJT_C,0.0,0.0,103274.34,0.44,0.48,0.04,-0.44,0.0,-2214.9671428571423,55300.71791666667
2023-01-10,PJT_C,0.0,0.0,37798.4,0.04,0.04,0.0,-0.04,-0.44,-472.80142857142766,53088.690800000004
2023-01-15,PJT_C,0.0,161645.26,0.0,64283.86,0.0,97361.4,97361.4,-0.04,13867.11,53519.274230769224
2023-02-05,PJT_C,0.0,226482.89,157108.19,298109.14,97361.4,25735.15,-71626.25,97361.4,3673.555714285714,62578.15814814815
2023-02-09,PJT_C,0.0,0.0,0.0,6485.68,25735.15,19249.47,-6485.68,-71626.25,2749.124285714286,60574.85535714286
2023-02-15,PJT_C,76698.52,134343.9,74907.51,96266.85,19249.47,57326.52,38077.05,-6485.68,8189.4342857142865,61805.61379310345
2023-02-24,PJT_C,0.0,11465.3,61576.04,52645.3,57326.52,16146.52,-41180.0,38077.05,2306.577142857144,61500.270000000004
2023-02-25,PJT_C,53237.89,0.0,75362.93,14641.13,16146.52,1505.39,-14641.13,-41180.0,215.0500000000011,58790.852666666666
2023-03-29,PJT_C,63052.61,55317.79,153357.18,56704.2,1505.39,118.98,-1386.41,-14641.13,16.99714285714393,54536.348666666665
2023-04-01,PJT_C,146753.97,0.0,110703.41,108.72,118.98,10.26,-108.72,-1386.41,-13907.305714285712,49527.883
2023-04-13,PJT_C,0.0,0.0,102477.13,9.5,10.26,0.76,-9.5,-108.72,-3676.3414285714266,48017.066
2023-04-16,PJT_C,112638.39,0.0,48900.3,0.71,0.76,0.05,-0.71,-9.5,-2749.9171428571403,47928.44000000001
2023-05-17,PJT_C,0.0,181689.88,153856.64,174267.83,0.05,7422.1,7422.05,-0.71,-7129.202857142855,53729.937
2023-05-31,PJT_C,99927.72,1484.42,0.0,0.0,7422.1,8906.52,1484.42,7422.05,-1034.2857142857124,53729.261666666665
2023-06-11,PJT_C,147642.34,1088.14,0.0,0.0,8906.52,9994.66,1088.14,1484.42,1212.752857142859,53729.19666666666
2023-06-16,PJT_C,40104.54,1998.93,142539.86,9370.16,9994.66,2623.43,-7371.23,1088.14,357.77857142857334,54041.53166666667
2023-06-24,PJT_C,187318.34,0.0,73719.14,2479.96,2623.43,143.47,-2479.96,-7371.23,19.030000000001955,54124.19666666667
2023-07-07,PJT_C,161692.1,0.0,119536.6,132.94,143.47,10.53,-132.94,-2479.96,1.3957142857162361,52223.60166666667
2023-07-10,PJT_C,44874.19,0.0,81061.73,9.57,10.53,0.96,-9.57,-132.94,0.13000000000195047,49608.566
2023-07-17,PJT_C,48038.88,0.0,155877.06,0.89,0.96,0.07,-0.89,-9.57,-1060.2899999999981,48896.416
2023-08-10,PJT_C,155935.73,220673.21,145915.71,193008.47,0.07,27664.81,27664.74,-0.89,2679.7557142857163,53643.00466666666
2023-08-11,PJT_C,50586.43,5532.96,81762.56,24996.34,27664.81,8201.43,-19463.38,27664.74,-256.17571428571216,52887.361000000004
2023-08-25,PJT_C,0.0,1156.69,77632.46,7682.49,8201.43,1675.63,-6525.8,-19463.38,-135.39999999999822,44557.72466666667
2023-10-06,PJT_C,0.0,100645.22,155185.77,102213.47,1675.63,107.38,-1568.25,-6525.8,-5.155714285712487,46118.583333333336
2023-10-15,PJT_C,54777.68,156600.09,129287.04,83485.85,107.38,73221.62,73114.24,-1568.25,10458.727142857144,48416.7
2023-10-20,PJT_C,0.0,14644.32,38340.83,66249.6,73221.62,21616.34,-51605.28,73114.24,3087.9114285714313,43945.35
2023-10-29,PJT_C,0.0,0.0,0.0,3517.73,21616.34,18098.61,-3517.73,-51605.28,2585.505714285716,44053.562
2023-11-04,PJT_C,150568.93,3619.72,81316.14,16370.94,18098.61,5347.39,-12751.22,-3517.73,-3188.202857142856,42434.89766666667
2023-11-15,PJT_C,87990.73,0.0,95076.59,5003.03,5347.39,344.36,-5003.03,-12751.22,-1122.4385714285697,42601.49466666667
2023-12-12,PJT_C,0.0,0.0,0.0,314.52,344.36,29.84,-314.52,-5003.03,-235.11285714285538,42611.97866666666
2023-12-31,PJT_C,0.0,0.0,79019.21,27.37,29.84,2.47,-27.37,-314.52,-14.987142857141098,42612.87633333333
2024-02-04,PJT_C,58993.46,88645.87,128807.65,88648.15,2.47,0.19,-2.28,-27.37,-10460.204285714284,45567.81333333333
2024-02-24,PJT_C,0.0,0.0,0.0,0.17,0.19,0.02,-0.17,-2.28,-3088.0457142857135,43425.023666666675
2024-09-22,PJT_C,0.0,57773.46,67928.72,57773.48,0.02,0.0,-0.02,-0.17,-2585.515714285714,35413.835
2024-10-19,PJT_C,96131.06,0.0,150857.18,0.0,0.0,0.0,0.0,-0.02,-763.9128571428566,35197.64566666667
2024-11-27,PJT_C,174545.39,0.0,98868.6,0.0,0.0,0.0,0.0,0.0,-49.194285714285236,31988.750666666663
